PC1,PC2,PC3,PC4,PC5,PC6,type
0.11759897964393783,9.846658291439818e-4,-0.09063685418348795,-0.020950157831917712,0.0322203184850324,0.05951403745108322,1
0.1557347787067243,0.09194489615539182,0.01157587351968209,0.018933481432446067,-0.08623299739654537,0.025044991101042056,1
0.3822743688899586,0.06850918382561144,-0.22288522902212274,-0.05071830541235735,0.12589958906566354,0.03667713868250716,1
0.5072800544118149,0.027605913659390125,-0.4698832441526529,-0.1065748719106175,0.31615039757517804,0.13601779247866383,1
-0.02957592281270659,-0.04227148869241417,-0.005708530406675079,0.005354917525770707,0.06324277977964053,0.0072938161262803515,1
0.08489002502051558,0.10082081323124475,0.07923409229763799,0.017740701436633314,-0.13077079761270577,0.019359645725704356,1
0.31471494476188155,0.02613769201998961,-0.0792961254258201,-0.055506916005482514,0.07411952011078443,-0.04271135337728813,1
0.11699917399919153,-0.12260564463683271,-0.1760990783772703,-0.09859539188731367,0.30773971177374926,-0.05070535549948278,1
0.5190245609906595,0.10926653026160121,-0.4889270761198246,-0.10227753255351138,0.31811564864696584,0.18525913431222893,1
0.0031412250821880473,0.059674378609910275,0.12168583131896236,0.0014815550244099542,-0.12721273385180282,0.05485465649800172,1
0.14887565967939653,-0.04871174103497762,0.020545487279183865,-0.07825134791733405,0.022553604776361973,-0.06725891647073286,1
-0.09088313701804916,-0.22138799196706813,-0.15546286350041477,-0.10124076518548535,0.3556892164086461,-0.085606285272163,1
0.009073026582947846,-0.09063422967039661,-0.24457531402265914,-0.013557306702275316,0.33648621654987987,0.08247028049241965,1
-0.15848192048030338,0.016980760777172903,-0.03502783656635848,0.1263403584889738,0.07957690545596176,0.04057694041640892,1
0.05234434994353798,-0.0608273793266994,0.021679550402838237,-0.05443969936692706,-0.008023787872213676,-0.022829441286234282,1
-0.11347124900799871,-0.18604283673333197,-0.09112546582683259,-0.06806027658104796,0.2370806565029689,-0.06590588032848957,1
-0.25139055283554557,-0.13232594867552394,-0.13107154555516806,0.03972427201275881,0.28316953086321733,0.022959422971435297,1
-0.26320085675575633,0.014007367326744968,-0.050838439727173945,0.17617552653476937,0.13352216322434873,0.048467383012158166,1
-0.06346940355048969,0.010962296395676743,0.0022878548235457517,0.07121315064800815,0.003280094109225979,0.018178027075473918,1
0.12611502521185533,-0.08817186141478082,0.022141105065783928,-0.17923746035749666,-0.01967349077519244,0.011406151535911797,1
-0.09211681777379661,-0.2316605212341748,-0.1442236128725002,-0.15259701090919778,0.3081703593622637,-0.06802929045623063,1
-0.13133533626088523,-0.1365538174124047,-0.08110071508581074,-0.025979072118380443,0.24677112929563466,0.019529425578555464,1
0.28839944124946365,0.09312107846816116,-0.3099997524057668,0.051460084181632476,0.19118935152589953,0.17923588910942748,1
-0.005548554587086195,-0.05870916015783434,0.025987102973561646,-0.0651247856586057,-0.028947042520573875,0.01696033467802753,1
-0.22455835163586618,-0.31362445201875383,-0.2641053580785013,-0.24198200282187185,0.4251021857934737,-0.07376402098283612,1
-0.29184369009623773,-0.17710355306348877,-0.20180120254612893,-0.032744961428996765,0.397755174777475,0.012948694437202105,1
-0.2948146169409351,0.0634615220426376,-0.21163374792410505,0.2598933147555571,0.2515224080407553,0.11528716769807794,1
-0.16440182472407033,0.02782505809703338,-0.026935224105709917,0.157680987075153,0.027760839029257092,0.03552815068872744,1
-0.14880948675418693,-0.1962126726153929,-0.2085326328578869,-0.28677907324428986,0.26863312102876713,-0.055346218763011136,1
-0.334718246624476,-0.16113920794462586,-0.2893272198827023,-0.07430590761613151,0.436102169255002,0.011532407791958469,1
-0.38728496049960154,0.05917124692682348,-0.26048685203394023,0.2701483680347262,0.3116636204776449,0.09566039248996586,1
-0.04055959140029168,0.053031507806274664,-0.18218959106037175,0.15569429370739563,0.10841578444451198,0.094187411205256,1
0.04113466872027708,-0.010654281507241568,0.02241573668323804,0.007026164873725616,-0.03755732774157844,0.010816086474158841,1
-0.2894222542952769,-0.1371481140810023,-0.29526863350091903,-0.10058842489470826,0.3770512948536658,-0.010371052907841918,1
-0.3891593384417992,0.03769753683869102,-0.2596991333536217,0.23176352915349452,0.30888775950950836,0.046742942975145224,1
-0.17889153888842105,0.020230295755065693,-0.16464172713406414,0.1836306544729106,0.12652768552505178,0.0626255328927732,1
0.07311696204634668,-0.007400846797636359,0.011919834452658732,-0.0027243288966199183,-0.038072393650929466,0.013701483731523663,1
-0.0928570395365459,0.05913320545079016,-0.33982408765569494,0.07039763813350577,0.30758749877008973,0.025002495422297554,1
-0.195919151411463,0.01604528093510632,-0.253551234418094,0.18557948559126525,0.18686466442338598,0.06230812146996689,1
0.09129369631673076,-0.006458906325782802,0.0059798557827226775,-0.010669959028158723,-0.034120069274754715,0.013702591882772775,1
-0.1598720945603016,-0.0462599364665199,-0.10614065098244742,0.08016336754115062,0.11446831083725716,-0.00912714095729572,1
0.1898461762566201,0.008759063458114131,-0.038438148246807885,-0.0486072596105608,-0.01166524424446576,0.022441647628086762,1
0.07693011166312948,0.034695859889774305,0.022771578086290774,-0.07732764132233058,-0.010208623297817765,-0.05014137327229877,1
0.3668293940053978,0.11543120113997736,-0.22297033573761646,-0.11630291448744745,0.11030698271649063,0.008275478326507536,1
0.507312126063889,0.07610286970223738,-0.2577238184248534,0.09083392519600232,0.22905331804403561,-0.025054738808691947,1
0.36289130668571096,-0.06313071179801977,-0.3740566949150495,0.16854934178072245,0.270384017622242,0.05754741321351298,1
0.017187669677211935,-0.03655936365011268,-0.009561683261905905,-0.0015721330491512532,0.012820075497232264,0.009066390992126298,1
0.12034789252893882,0.05212309166202361,0.05127980752248428,-0.12115726545189384,-0.012015132203647099,-0.0855125905912131,1
0.25682641136524376,0.1570529767591077,-0.06218983906227025,-0.12415821349531293,0.009196312215244163,-0.033100901981825165,1
0.6325412978326407,0.210369238573629,-0.09992100713270283,0.07199332987873097,0.07438618935160982,-0.12101456332654367,1
0.10972895693397702,-0.14778468327568167,-0.21625753820061377,0.24797612004638722,0.23854416672330042,-0.027275429590965745,1
